,News Account,Screen Name,News Text,News Created Date,News id,News Account id,Retweet Count,Like Count,Followers Count,News Compound,News Positive,News Neutral,News Negative,News Tweets Ago,News Created Date Simplified
68,@CNN,CNN,Can't sleep on planes? Airbus is introducing sleeper berths ,Sun Apr 15 08:01:00 +0000 2018,985427758212935680,759251,179,456,40152913,0.0,0.0,1.0,0.0,69,Apr 15
69,@CNN,CNN,Beyoncé performed for throngs of screaming fans at Coachella after a year's wait. ,Sun Apr 15 07:31:13 +0000 2018,985420262379311104,759251,559,2926,40152913,-0.3818,0.0,0.8220000000000001,0.17800000000000002,70,Apr 15
70,@CNN,CNN,"There will never be another hurricane named Harvey, Irma, Maria or Nate ",Sun Apr 15 07:31:05 +0000 2018,985420227440672768,759251,77,235,40152913,0.0,0.0,1.0,0.0,71,Apr 15
71,@CNN,CNN,"24 pools. Tallest waterslide at sea. An ""Instagrammer-in-Chief."" Welcome aboard the world's largest cruise ship: ",Sun Apr 15 07:01:00 +0000 2018,985412657921445889,759251,123,464,40152913,0.4767,0.215,0.785,0.0,72,Apr 15
72,@CNN,CNN,"Amanda Boxtel was 24 years old when she had a skiing accident that left her paralyzed from the waist down.

She didn't stop living life, and after she learned about bionic exoskeleton suits, she was able to take her first step in 18 years. ",Sun Apr 15 06:31:05 +0000 2018,985405128801955840,759251,144,657,40152913,-0.2987,0.039,0.8959999999999999,0.065,73,Apr 15
73,@CNN,CNN,"Pentagon: It's possible that some people evacuated targets beforehand, but we also chose to strike at 4 o'clock in the morning, ""so we weren't trying to kill a lot of people on the objective"" ",Sun Apr 15 06:00:40 +0000 2018,985397474142584832,759251,153,286,40152913,0.655,0.131,0.8240000000000001,0.045,74,Apr 15
74,@CNN,CNN,"Pentagon spokesperson on strikes in Syria: “The Russian disinformation campaign has already begun. There has been a 2,000% increase in Russian trolls in the last 24 hours.” ",Sun Apr 15 05:30:16 +0000 2018,985389826081021952,759251,475,824,40152913,-0.0516,0.075,0.8440000000000001,0.081,75,Apr 15
75,@CNN,CNN,"Reporter: Can we expect any kind of retaliation after Syria strike?

Lt. Gen. McKenzie: ""I can't speak to that, but I can tell you that we're ready for it. We're postured both in the region and globally ... we're ready for anything."" ",Sun Apr 15 05:00:33 +0000 2018,985382348047953920,759251,176,365,40152913,0.7391,0.136,0.838,0.026000000000000002,76,Apr 15
76,@CNN,CNN,"When a high school student with autism played his guitar publicly for the first time, his rendition of the ""Star Spangled Banner"" blew the audience away ",Sun Apr 15 04:31:00 +0000 2018,985374908988313600,759251,509,2019,40152913,0.34,0.085,0.915,0.0,77,Apr 15
77,@CNN,CNN,"What we learned from the Pentagon briefing:

-105 missiles were launched 
-The strike was ""double the size"" of the last one in April 2017
-Three targets related to chemical weapons were successfully hit 
-No known civilian casualties 

",Sun Apr 15 04:00:18 +0000 2018,985367184695353344,759251,221,538,40152913,-0.2263,0.10400000000000001,0.7509999999999999,0.146,78,Apr 15
78,@CNN,CNN,200 million eggs sold in nine states recalled over salmonella fears ,Sun Apr 15 03:42:07 +0000 2018,985362607879147520,759251,485,405,40152913,-0.4215,0.0,0.797,0.203,79,Apr 15
79,@CNN,CNN,"This Syrian girl hid her dolls in a box. ""'You're going to suffocate in here, maybe,'"" CNN's Arwa Damon reports she told them, ""'but at least you might be safe from the bombings.'"" Here's a look inside a refugee camp hours after a strike hit the area. ",Sun Apr 15 03:30:00 +0000 2018,985359560348090370,759251,333,626,40152913,0.25,0.061,0.879,0.061,80,Apr 15
80,@CNN,CNN,NASA has released a breathtaking virtual tour of the Moon in 4K resolution ,Sun Apr 15 03:00:00 +0000 2018,985352010634428419,759251,831,1906,40152913,0.4588,0.188,0.812,0.0,81,Apr 15
81,@CNN,CNN,"Former FBI director James Comey tells ABC News his belief Hillary Clinton would win the 2016 presidential election was ""a factor"" in email probe ",Sun Apr 15 02:30:02 +0000 2018,985344469334659072,759251,167,350,40152913,0.5859,0.132,0.868,0.0,82,Apr 15
82,@CNN,CNN,The Syrians say some targeted sites didn't receive any damage. Satellite images given to CNN appear to show the contrary — extensive damage. ,Sun Apr 15 02:00:14 +0000 2018,985336967901712384,759251,231,404,40152913,0.6435,0.174,0.826,0.0,83,Apr 15
83,@CNN,CNN,"Syrian chemical attack survivor to Trump: I want to ""buy you a beer"" ",Sun Apr 15 01:30:12 +0000 2018,985329410546065408,759251,301,872,40152913,-0.0772,0.225,0.5920000000000001,0.183,84,Apr 15
84,@CNN,CNN,"This caravan, organized by migrant outreach group Pueblo sin Fronteras, is the one Trump calls ""dangerous"" and says has ended its journey in Mexico. But hundreds of people from Central America jump on board a train going north. ",Sun Apr 15 01:00:27 +0000 2018,985321922757001216,759251,164,326,40152913,-0.3612,0.046,0.875,0.079,85,Apr 15
85,@CNN,CNN,US officials confident chlorine and sarin used in Syria attack ,Sun Apr 15 00:30:09 +0000 2018,985314296719691777,759251,125,208,40152913,0.0258,0.196,0.613,0.19,86,Apr 15
86,@CNN,CNN,"Teen says he was asking for directions, but homeowner shot at him ",Sun Apr 15 00:00:12 +0000 2018,985306760369012736,759251,183,264,40152913,0.0,0.0,1.0,0.0,87,Apr 15
87,@CNN,CNN,Ad legend Martin Sorrell steps down as CEO of WPP ,Sat Apr 14 23:30:05 +0000 2018,985299182843023360,759251,45,73,40152913,0.0,0.0,1.0,0.0,88,Apr 14
88,@CNN,CNN,"These are some of the most eye-opening lines in James Comey's new book. The former FBI director will sit down with CNN's @jaketapper on Thursday, 4p ET. ",Sat Apr 14 23:00:12 +0000 2018,985291660862132224,759251,124,359,40152913,0.0,0.0,1.0,0.0,89,Apr 14
89,@CNN,CNN,Philadelphia police chief defends officers in Starbucks arrests ,Sat Apr 14 22:28:14 +0000 2018,985283617319456768,759251,200,246,40152913,-0.4404,0.0,0.7559999999999999,0.244,90,Apr 14
90,@CNN,CNN,Here's what you missed during a busy news week ,Sat Apr 14 22:00:07 +0000 2018,985276542296182784,759251,33,129,40152913,-0.29600000000000004,0.0,0.804,0.196,91,Apr 14
91,@CNN,CNN,"Gun violence affecting my students deserves national attention, too, writes Chris Fisk for @CNNOpinion ",Sat Apr 14 21:45:06 +0000 2018,985272763303780352,759251,101,320,40152913,-0.7579,0.0,0.6829999999999999,0.317,92,Apr 14
92,@CNN,CNN,"This weekend's forecast in the US includes a triple threat of heavy rains, wildifres and a blizzard ",Sat Apr 14 21:30:14 +0000 2018,985269018385879041,759251,182,329,40152913,-0.5267,0.0,0.825,0.175,93,Apr 14
93,@CNN,CNN,"More Americans believe former FBI Director James Comey over President Trump, but no one is changing their mind ",Sat Apr 14 21:15:03 +0000 2018,985265197995778051,759251,251,925,40152913,-0.4215,0.0,0.8909999999999999,0.109,94,Apr 14
94,@CNN,CNN,Sam Bird wins the inaugural Formula E race in Rome to boost his title hopes with his second victory of the season ,Sat Apr 14 21:00:11 +0000 2018,985261456231936006,759251,30,104,40152913,0.8481,0.315,0.685,0.0,95,Apr 14
95,@CNN,CNN,Kentucky governor says teachers' strike left children vulnerable to sexual assault ,Sat Apr 14 20:45:05 +0000 2018,985257656477773824,759251,119,220,40152913,-0.7351,0.0,0.581,0.419,96,Apr 14
96,@CNN,CNN,NASA has released a breathtaking virtual tour of the Moon in 4K resolution ,Sat Apr 14 20:31:00 +0000 2018,985254113226047488,759251,688,1506,40152913,0.4588,0.188,0.812,0.0,97,Apr 14
97,@CNN,CNN,Facebook has spent $20 million on Mark Zuckerberg's security since 2015 ,Sat Apr 14 20:30:06 +0000 2018,985253887446781953,759251,134,349,40152913,0.34,0.16699999999999998,0.833,0.0,98,Apr 14
98,@CNN,CNN,"Why Donald Trump's ""Mission Accomplished"" tweet is so tone deaf ",Sat Apr 14 20:15:12 +0000 2018,985250138477260805,759251,127,422,40152913,0.4404,0.162,0.838,0.0,99,Apr 14
99,@CNN,CNN,Terminix employee indicted in family's pesticide poisoning ,Sat Apr 14 20:00:08 +0000 2018,985246346872606720,759251,57,135,40152913,-0.5859,0.0,0.6779999999999999,0.322,100,Apr 14
100,@CNN,CNN,"March for Science draws smaller crowds than last year, but attendees are still passionate ",Sat Apr 14 19:45:14 +0000 2018,985242596359499777,759251,130,764,40152913,0.6808,0.235,0.765,0.0,101,Apr 14
101,@CNN,CNN,Quebec mosque shooter motivated by Canada's policy of welcoming refugees ,Sat Apr 14 19:30:12 +0000 2018,985238813969657857,759251,88,151,40152913,0.7096,0.371,0.629,0.0,102,Apr 14
102,@CNN,CNN,"This Syrian girl hid her dolls inside a box, telling them ""you're going to suffocate in here, maybe, but at least you might be safe from the bombings."" CNN reports from inside a refugee camp in Syria hours after a coordinated US-led airstrike hit the area. ",Sat Apr 14 19:15:00 +0000 2018,985234988219207681,759251,793,1310,40152913,0.5647,0.08,0.895,0.025,103,Apr 14
103,@CNN,CNN,"President Trump followed through on the red line against the use of chemical weapons — now he must use diplomacy, writes Christiane Amanpour for @CNNOpinion ",Sat Apr 14 19:00:12 +0000 2018,985231262246998016,759251,72,169,40152913,-0.4404,0.0,0.8959999999999999,0.10400000000000001,104,Apr 14
104,@CNN,CNN,South Africans mourn Winnie Madikizela-Mandela in a massive funeral laced with tension ,Sat Apr 14 18:45:07 +0000 2018,985227466628325377,759251,106,335,40152913,-0.765,0.0,0.568,0.43200000000000005,105,Apr 14
105,@CNN,CNN,"""Our message to Russia is: You're on the wrong side of history,"" Vice President Mike Pence says of Russia's support of Syrian President Bashar al-Assad's regime ",Sat Apr 14 18:39:43 +0000 2018,985226108219133955,759251,214,515,40152913,-0.1027,0.085,0.818,0.09699999999999999,106,Apr 14
106,@CNN,CNN,"Liar, leaker, slimeball — those may be the nicer things former FBI Director James Comey hears from Trumpites, writes Julian Zelizer for @CNNOpinion ",Sat Apr 14 18:30:06 +0000 2018,985223687661150208,759251,68,147,40152913,-0.1027,0.10300000000000001,0.78,0.11699999999999999,107,Apr 14
